# files parsed: 687; parse failures: 0
status	note	area	location	kind	op	table	owned	constraint	key	expression
ok-join-shop	the join requires the referenced row's shop_id to equal the base row's — an inconsistent stored reference joins nothing, a consistent one joins as before (ReportReferenceIntegrityTest)	tenant	app/Reporting/LedgerService.php:31	embedded	read	customers	shop_id	frag:shop_id	d22b106b7c	\App\Models\Invoice::withoutTenant()->where('invoices.shop_id', $shopId)->salesIn($period)->leftJoin('customers', fn($j) => $j->on('customers.id', '=', 'invoices.customer_id')->on('customers.shop_id', '=', 'invoices.shop_id'))->select(\Illuminate\Support\Facades\DB::raw('COALESCE(invoices.finalized_at, invoices.created_at) as occurred_at'), 'invoices.invoice_number as reference', 'invoices.total as amount', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(customers.first_name, '') || ' ' || COALESCE(customers.last_name, '')), ''), 'Walk-in') as party"))->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop, the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or a console loop over shops	tenant	app/Reporting/LedgerService.php:31	removed	read	invoices	shop_id	where:via>mixed(property,context)	43f9473525	\App\Models\Invoice::withoutTenant()->where('invoices.shop_id', $shopId)->salesIn($period)->leftJoin('customers', fn($j) => $j->on('customers.id', '=', 'invoices.customer_id')->on('customers.shop_id', '=', 'invoices.shop_id'))->select(\Illuminate\Support\Facades\DB::raw('COALESCE(invoices.finalized_at, invoices.created_at) as occurred_at'), 'invoices.invoice_number as reference', 'invoices.total as amount', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(customers.first_name, '') || ' ' || COALESCE(customers.last_name, '')), ''), 'Walk-in') as party"))->get()
ok-join-shop	the join requires the referenced row's shop_id to equal the base row's — an inconsistent stored reference joins nothing, a consistent one joins as before (ReportReferenceIntegrityTest)	tenant	app/Reporting/LedgerService.php:49	embedded	read	customers	shop_id	frag:shop_id	0a63dcc81f	\App\Models\CreditNote::withoutTenant()->where('credit_notes.shop_id', $shopId)->whereBetween('credit_notes.issued_at', [$start, $end])->leftJoin('customers', fn($j) => $j->on('customers.id', '=', 'credit_notes.customer_id')->on('customers.shop_id', '=', 'credit_notes.shop_id'))->select('credit_notes.issued_at as occurred_at', 'credit_notes.credit_note_number as reference', 'credit_notes.total as amount', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(customers.first_name, '') || ' ' || COALESCE(customers.last_name, '')), ''), 'Walk-in') as party"))->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop, the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or a console loop over shops	tenant	app/Reporting/LedgerService.php:49	removed	read	credit_notes	shop_id	where:via>mixed(property,context)	d874d7b8d7	\App\Models\CreditNote::withoutTenant()->where('credit_notes.shop_id', $shopId)->whereBetween('credit_notes.issued_at', [$start, $end])->leftJoin('customers', fn($j) => $j->on('customers.id', '=', 'credit_notes.customer_id')->on('customers.shop_id', '=', 'credit_notes.shop_id'))->select('credit_notes.issued_at as occurred_at', 'credit_notes.credit_note_number as reference', 'credit_notes.total as amount', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(customers.first_name, '') || ' ' || COALESCE(customers.last_name, '')), ''), 'Walk-in') as party"))->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/LedgerService.php:67	removed	read	invoices	shop_id	where:via>mixed(property,context)	478d6db4f3	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->where('status', \App\Models\Invoice::STATUS_CANCELLED)->whereNotNull('cancelled_at')->whereBetween('cancelled_at', [$start, $end])->select('cancelled_at as occurred_at', 'invoice_number as reference', 'total as amount')->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/LedgerService.php:81	raw	read	cash_transactions	shop_id	where:via>mixed(property,context)	92673912cd	\Illuminate\Support\Facades\DB::table('cash_transactions')->where('shop_id', $shopId)->whereBetween('created_at', [$start, $end])->whereRaw('is_opening IS NOT TRUE')->select('created_at as occurred_at', 'type', 'amount', 'payment_mode', 'source_type', 'description', 'invoice_id')->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/LedgerService.php:165	raw	read	cash_transactions	shop_id	where:via>mixed(loop,property,context)	065b7875c4	\Illuminate\Support\Facades\DB::table('cash_transactions')->where('shop_id', $shopId)->where(fn($q) => $q->where('created_at', '<', $start)->orWhereRaw('is_opening IS TRUE'))->selectRaw("COALESCE(SUM(CASE WHEN type = 'in' THEN amount ELSE -amount END), 0) as net")->value('net')
ok-join-shop	the join requires the referenced row's shop_id to equal the base row's — an inconsistent stored reference joins nothing, a consistent one joins as before (ReportReferenceIntegrityTest)	tenant	app/Reporting/LedgerService.php:171	embedded	read	users	shop_id	frag:shop_id	cc996241b9	\Illuminate\Support\Facades\DB::table('cash_transactions as c')->leftJoin('users as u', fn($j) => $j->on('u.id', '=', 'c.user_id')->on('u.shop_id', '=', 'c.shop_id'))->where('c.shop_id', $shopId)->whereBetween('c.created_at', [$start, $end])->whereRaw('c.is_opening IS NOT TRUE')->orderBy('c.created_at')->orderBy('c.id')->select('c.created_at as occurred_at', 'c.type', 'c.amount', 'c.payment_mode', 'c.source_type', 'c.description', \Illuminate\Support\Facades\DB::raw("COALESCE(u.name, 'System') as operator"))->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop, the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or a console loop over shops	tenant	app/Reporting/LedgerService.php:171	raw	read	cash_transactions	shop_id	where:via>mixed(loop,property,context)	d8d63b03bb	\Illuminate\Support\Facades\DB::table('cash_transactions as c')->leftJoin('users as u', fn($j) => $j->on('u.id', '=', 'c.user_id')->on('u.shop_id', '=', 'c.shop_id'))->where('c.shop_id', $shopId)->whereBetween('c.created_at', [$start, $end])->whereRaw('c.is_opening IS NOT TRUE')->orderBy('c.created_at')->orderBy('c.id')->select('c.created_at as occurred_at', 'c.type', 'c.amount', 'c.payment_mode', 'c.source_type', 'c.description', \Illuminate\Support\Facades\DB::raw("COALESCE(u.name, 'System') as operator"))->get()
trusted	constraint from via>context	tenant	app/Reporting/LedgerService.php:239	raw	read	cash_transactions	shop_id	where:via>context	1de1a6928d	\Illuminate\Support\Facades\DB::table('cash_transactions')->where('shop_id', $shopId)->where(fn($q) => $q->where('created_at', '<', $start)->orWhereRaw('is_opening IS TRUE'))->selectRaw("{$modeExpr} as mode, COALESCE(SUM(CASE WHEN type = 'in' THEN amount ELSE -amount END), 0) as net")->groupBy(\Illuminate\Support\Facades\DB::raw($modeExpr))->pluck('net', 'mode')
trusted	constraint from via>context	tenant	app/Reporting/LedgerService.php:247	raw	read	cash_transactions	shop_id	where:via>context	c17031d926	\Illuminate\Support\Facades\DB::table('cash_transactions')->where('shop_id', $shopId)->whereBetween('created_at', [$start, $end])->whereRaw('is_opening IS NOT TRUE')->selectRaw("{$modeExpr} as mode")->selectRaw("COALESCE(SUM(CASE WHEN type = 'in' THEN amount ELSE 0 END), 0) as money_in")->selectRaw("COALESCE(SUM(CASE WHEN type = 'out' THEN amount ELSE 0 END), 0) as money_out")->groupBy(\Illuminate\Support\Facades\DB::raw($modeExpr))->get()->keyBy('mode')
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/ProfitReportingService.php:38	removed	read	invoices	shop_id	where:via>mixed(loop,property,context)	e62732c6c3	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($period)->selectRaw(' COALESCE(SUM(subtotal), 0) as gross_taxable, COALESCE(SUM(discount), 0) as discount, COALESCE(SUM(wastage_charge), 0) as wastage ')->first()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/ProfitReportingService.php:53	removed	read	credit_notes	shop_id	where:via>mixed(loop,property,context)	3272c3c486	\App\Models\CreditNote::withoutTenant()->where('shop_id', $shopId)->whereBetween('issued_at', [$start, $end])->sum('subtotal')
ok-context	shopId traced: ReportRequest built from the authenticated user's shop, the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or a console loop over shops	tenant	app/Reporting/ProfitReportingService.php:62	embedded	read	invoices	shop_id	where:via>mixed(loop,property,context)	543746392f	\Illuminate\Support\Facades\DB::table('invoice_items')->join('invoices', 'invoices.id', '=', 'invoice_items.invoice_id')->leftJoin('items', fn($j) => $j->on('items.id', '=', 'invoice_items.item_id')->on('items.shop_id', '=', 'invoices.shop_id'))->where('invoices.shop_id', $shopId)->where('invoices.status', \App\Models\Invoice::STATUS_FINALIZED)->whereRaw('COALESCE(invoices.finalized_at, invoices.created_at) BETWEEN ? AND ?', [$start, $end])->selectRaw(' COALESCE(SUM(items.cost_price), 0) as cogs, COALESCE(SUM(invoice_items.making_charges), 0) as making, COALESCE(SUM(invoice_items.stone_amount), 0) as stones, COUNT(invoice_items.id) as line_count, COALESCE(SUM(CASE WHEN items.cost_price IS NULL THEN 1 ELSE 0 END), 0) as cost_unknown ')->first()
ok-join-shop	the join requires the referenced row's shop_id to equal the base row's — an inconsistent stored reference joins nothing, a consistent one joins as before (ReportReferenceIntegrityTest)	tenant	app/Reporting/ProfitReportingService.php:62	embedded	read	items	shop_id	frag:shop_id	6520315d15	\Illuminate\Support\Facades\DB::table('invoice_items')->join('invoices', 'invoices.id', '=', 'invoice_items.invoice_id')->leftJoin('items', fn($j) => $j->on('items.id', '=', 'invoice_items.item_id')->on('items.shop_id', '=', 'invoices.shop_id'))->where('invoices.shop_id', $shopId)->where('invoices.status', \App\Models\Invoice::STATUS_FINALIZED)->whereRaw('COALESCE(invoices.finalized_at, invoices.created_at) BETWEEN ? AND ?', [$start, $end])->selectRaw(' COALESCE(SUM(items.cost_price), 0) as cogs, COALESCE(SUM(invoice_items.making_charges), 0) as making, COALESCE(SUM(invoice_items.stone_amount), 0) as stones, COUNT(invoice_items.id) as line_count, COALESCE(SUM(CASE WHEN items.cost_price IS NULL THEN 1 ELSE 0 END), 0) as cost_unknown ')->first()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop, the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or a console loop over shops	tenant	app/Reporting/ProfitReportingService.php:62	raw	read	invoice_items	via:invoices	where:via>mixed(loop,property,context)	f8c9c99fa6	\Illuminate\Support\Facades\DB::table('invoice_items')->join('invoices', 'invoices.id', '=', 'invoice_items.invoice_id')->leftJoin('items', fn($j) => $j->on('items.id', '=', 'invoice_items.item_id')->on('items.shop_id', '=', 'invoices.shop_id'))->where('invoices.shop_id', $shopId)->where('invoices.status', \App\Models\Invoice::STATUS_FINALIZED)->whereRaw('COALESCE(invoices.finalized_at, invoices.created_at) BETWEEN ? AND ?', [$start, $end])->selectRaw(' COALESCE(SUM(items.cost_price), 0) as cogs, COALESCE(SUM(invoice_items.making_charges), 0) as making, COALESCE(SUM(invoice_items.stone_amount), 0) as stones, COUNT(invoice_items.id) as line_count, COALESCE(SUM(CASE WHEN items.cost_price IS NULL THEN 1 ELSE 0 END), 0) as cost_unknown ')->first()
ok-join-shop	the join requires the referenced row's shop_id to equal the base row's — an inconsistent stored reference joins nothing, a consistent one joins as before (ReportReferenceIntegrityTest)	tenant	app/Reporting/ReceivablesService.php:30	embedded	read	customers	shop_id	frag:shop_id	832b952f33	\App\Models\Invoice::withoutTenant()->where('invoices.shop_id', $shopId)->finalizedSale()->leftJoin('customers', fn($j) => $j->on('customers.id', '=', 'invoices.customer_id')->on('customers.shop_id', '=', 'invoices.shop_id'))->select('invoices.id', 'invoices.customer_id', \Illuminate\Support\Facades\DB::raw('COALESCE(invoices.finalized_at, invoices.created_at) as doc_date'), 'invoices.total', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(customers.first_name, '') || ' ' || COALESCE(customers.last_name, '')), ''), 'Walk-in') as customer_name"), 'customers.mobile as customer_mobile')->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop, the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or a console loop over shops	tenant	app/Reporting/ReceivablesService.php:30	removed	read	invoices	shop_id	where:via>mixed(loop,property,context)	5136a0fdca	\App\Models\Invoice::withoutTenant()->where('invoices.shop_id', $shopId)->finalizedSale()->leftJoin('customers', fn($j) => $j->on('customers.id', '=', 'invoices.customer_id')->on('customers.shop_id', '=', 'invoices.shop_id'))->select('invoices.id', 'invoices.customer_id', \Illuminate\Support\Facades\DB::raw('COALESCE(invoices.finalized_at, invoices.created_at) as doc_date'), 'invoices.total', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(customers.first_name, '') || ' ' || COALESCE(customers.last_name, '')), ''), 'Walk-in') as customer_name"), 'customers.mobile as customer_mobile')->get()
